Timestamp,Temperature,Flags Temperature,Turbidity,Flags Turbidity,no3.mgl,Flags NO3eq
5/2/2025 11:45,12.325,,0.8095,,1.2727,
5/2/2025 12:00,12.512,,0.1441,,1.3077,
5/2/2025 12:15,12.7,,0.4113,,1.3096,
5/2/2025 12:30,12.825,,0.8242,,1.3127,
5/2/2025 12:45,12.825,,0.5687,,1.2741,
5/2/2025 13:00,12.887,,0.5585,,1.331,
5/2/2025 13:15,12.887,,0.5329,,1.2508,
5/2/2025 13:30,12.825,,0.6508,,1.2084,
5/2/2025 13:45,12.762,,0,,1.2943,
5/2/2025 14:00,12.7,,0.3051,,1.3776,
5/2/2025 14:15,12.575,,0.6687,,1.3931,
5/2/2025 14:30,12.512,,0.1696,,1.3308,
5/2/2025 14:45,12.45,,0.6678,,1.2284,
5/2/2025 15:00,12.387,,0.3585,,1.4096,
5/2/2025 15:15,12.325,,0.673,,1.3195,
5/2/2025 15:30,12.262,,0.5954,,1.2523,
5/2/2025 15:45,12.2,,0.3371,,1.3608,
5/2/2025 16:00,12.137,,0.1622,,1.4264,
5/2/2025 16:15,12.075,,0.483,,1.3936,
5/2/2025 16:30,11.95,,0.6579,,1.4191,
5/2/2025 16:45,11.825,,1.1995,,1.3404,
5/2/2025 17:00,11.825,,0.7802,,1.3957,
5/2/2025 17:15,11.7,,0.8535,,1.4659,
5/2/2025 17:30,11.637,,1.765,,1.3724,
5/2/2025 17:45,11.575,,2.3095,,1.5351,
5/2/2025 18:00,11.512,,1.3229,,1.4958,
5/2/2025 18:15,11.45,,0.8618,,1.5836,
5/2/2025 18:30,11.387,,0.9661,,1.5269,
5/2/2025 18:45,11.325,,10.801,,1.4727,
5/2/2025 19:00,11.262,,19.0479,,1.7245,
5/2/2025 19:15,11.137,,17.2877,,1.8755,
5/2/2025 19:30,11.075,,12.0242,,1.8366,
5/2/2025 19:45,11.262,,9.5449,,2.1565,
5/2/2025 20:00,11.325,,6.2211,,2.2915,
5/2/2025 20:15,11.262,,5.2384,,2.2335,
5/2/2025 20:30,11.325,,3.3953,,2.174,
5/2/2025 20:45,11.262,,3.3444,,2.1706,
5/2/2025 21:00,11.262,,3.1606,,2.1221,
5/2/2025 21:15,11.137,,3.3606,,2.1131,
5/2/2025 21:30,11.075,,2.6409,,2.1612,
5/2/2025 21:45,10.95,,2.2879,,1.8953,
5/2/2025 22:00,10.825,,2.1845,,1.9511,
5/2/2025 22:15,10.7,,1.5383,,1.9032,
5/2/2025 22:30,10.637,,1.2366,,1.8439,
5/2/2025 22:45,10.637,,1.4254,,1.7566,
5/2/2025 23:00,10.575,,1.3191,,1.8079,
5/2/2025 23:15,10.575,,1.4722,,1.9016,
5/2/2025 23:30,10.575,,2.2667,,1.8249,
5/2/2025 23:45,10.575,,0.8734,,1.9255,
5/3/2025 0:00,10.575,,0.4378,,1.9133,
5/3/2025 0:15,10.512,,1.1278,,1.8088,
5/3/2025 0:30,10.512,,2.1279,,1.7373,
5/3/2025 0:45,10.45,,2.3632,,1.7284,
5/3/2025 1:00,10.45,,1.6454,,1.7949,
5/3/2025 1:15,10.387,,1.9682,,1.7201,
5/3/2025 1:30,10.387,,2.077,,1.7348,
5/3/2025 1:45,10.325,,1.3864,,1.7469,
5/3/2025 2:00,10.325,,2.2246,,1.7702,
5/3/2025 2:15,10.325,,0.8902,,1.7371,
5/3/2025 2:30,10.262,,1.0898,,1.6822,
5/3/2025 2:45,10.262,,0.2062,,1.7821,
5/3/2025 3:00,10.262,,0.2361,,1.6514,
5/3/2025 3:15,10.262,,1.1668,,1.5158,
5/3/2025 3:30,10.325,,0.6313,,1.5649,
5/3/2025 3:45,10.325,,0.5603,,1.6243,
5/3/2025 4:00,10.387,,0.1715,,1.6534,
5/3/2025 4:15,10.45,,0.2407,,1.5837,
5/3/2025 4:30,10.512,,1.1056,,1.4612,
5/3/2025 4:45,10.7,,0.0519,,1.508,
5/3/2025 5:00,10.825,,0.384,,1.4255,
5/3/2025 5:15,11.012,,0.5351,,1.3185,
5/3/2025 5:30,11.262,,0.8379,,1.4473,
5/3/2025 5:45,11.45,,1.4122,,1.369,
5/3/2025 6:00,11.637,,0.91,,1.3408,
5/3/2025 6:15,11.95,,1.0472,,1.3419,
5/3/2025 6:30,12.262,,0.2443,,1.3087,
5/3/2025 6:45,12.575,,0.5805,,1.3796,
5/3/2025 7:00,13.012,,0.4101,,1.1881,
5/3/2025 7:15,13.325,,1.5104,,1.3517,
5/3/2025 7:30,13.825,,1.953,,1.3108,
5/3/2025 7:45,14.325,,1.012,,1.4148,
5/3/2025 8:00,14.762,,1.2895,,1.3164,
5/3/2025 8:15,15.2,,0.4967,,1.3834,
5/3/2025 8:30,15.512,,1.0597,,0.4241,
5/3/2025 8:45,15.7,,0.137,,0.5543,
5/3/2025 9:00,15.95,,0,,0.3887,
5/3/2025 9:15,16.325,,1.1505,,0.4778,
5/3/2025 9:30,16.45,,0,,1.2544,
5/3/2025 9:45,16.387,,0.541,,1.1087,
5/3/2025 10:00,16.387,,1.5186,,0.4459,
5/3/2025 10:15,16.325,,0.5676,,0.4766,
5/3/2025 10:30,16.45,,0.2352,,0.4594,
5/3/2025 10:45,16.575,,0.2778,,1.1709,
5/3/2025 11:00,16.762,,1.2148,,1.1497,
5/3/2025 11:15,16.762,,1.2119,,1.1858,
5/3/2025 11:30,16.7,,1.3668,,0.4009,
5/3/2025 11:45,16.512,,1.2306,,0.34,
5/3/2025 12:00,16.325,,1.2475,,1.2088,
5/3/2025 12:15,16.012,,6.2514,,1.2724,
5/3/2025 12:30,15.2,,74.3772,,0.9149,
5/3/2025 12:45,15.012,,40.9664,,1.2026,
5/3/2025 13:00,15.512,,46.0347,,1.1186,
5/3/2025 13:15,15.7,,36.2428,,1.3846,
5/3/2025 13:30,15.825,,30.7556,,1.2563,
5/3/2025 13:45,15.762,,24.9788,,1.2147,
5/3/2025 14:00,15.637,,18.528,,1.1629,
5/3/2025 14:15,15.512,,16.7768,,1.1975,
5/3/2025 14:30,15.45,,15.9542,,1.2577,
5/3/2025 14:45,15.45,,13.7198,,1.1084,
5/3/2025 15:00,15.512,,15.5157,,1.2345,
5/3/2025 15:15,15.512,,16.0491,,1.2351,
5/3/2025 15:30,15.45,,16.424,,1.3109,
5/3/2025 15:45,15.387,,15.3988,,1.1059,
5/3/2025 16:00,15.325,,14.7088,,1.2566,
5/3/2025 16:15,15.137,,13.7753,,1.2136,
5/3/2025 16:30,15.075,,11.9708,,1.2923,
5/3/2025 16:45,14.95,,12.7544,,1.4126,
5/3/2025 17:00,14.887,,12.6317,,1.489,
5/3/2025 17:15,14.825,,12.8753,,1.4919,
5/3/2025 17:30,14.825,,11.9761,,1.59,
5/3/2025 17:45,14.7,,11.196,,1.4663,
5/3/2025 18:00,14.637,,11.1214,,1.5138,
5/3/2025 18:15,14.575,,11.3464,,1.358,
5/3/2025 18:30,14.512,,10.6877,,1.5422,
5/3/2025 18:45,14.45,,10.2059,,1.5112,
5/3/2025 19:00,14.387,,9.3682,,1.4549,
5/3/2025 19:15,14.325,,8.7513,,1.4254,
5/3/2025 19:30,14.262,,8.8718,,1.4515,
5/3/2025 19:45,14.137,,8.7936,,1.5664,
5/3/2025 20:00,14.137,,8.1844,,1.3656,
5/3/2025 20:15,14.075,,8.9636,,1.4269,
5/3/2025 20:30,14.012,,8.0339,,1.2409,
5/3/2025 20:45,13.95,,6.8374,,1.1838,
5/3/2025 21:00,13.95,,6.9864,,1.4588,
5/3/2025 21:15,13.887,,7.0686,,1.2619,
5/3/2025 21:30,13.825,,6.9921,,1.3863,
5/3/2025 21:45,13.762,,6.5221,,1.3509,
5/3/2025 22:00,13.7,,6.2764,,1.2119,
5/3/2025 22:15,13.7,,6.0641,,1.3114,
5/3/2025 22:30,13.637,,5.5417,,1.2562,
5/3/2025 22:45,13.575,,5.9085,,1.1643,
5/3/2025 23:00,13.512,,5.5185,,1.0906,
5/3/2025 23:15,13.512,,6.1616,,1.2024,
5/3/2025 23:30,13.45,,5.1428,,1.1093,
5/3/2025 23:45,13.387,,4.5559,,1.1769,
5/4/2025 0:00,13.325,,4.9313,,1.1791,
5/4/2025 0:15,13.325,,4.6442,,1.1296,
5/4/2025 0:30,13.262,,4.3126,,1.0791,
5/4/2025 0:45,13.2,,4.2947,,1.082,
5/4/2025 1:00,13.137,,4.8013,,1.1387,
5/4/2025 1:15,13.137,,4.5722,,1.125,
5/4/2025 1:30,13.075,,3.2571,,1.0443,
5/4/2025 1:45,13.012,,4.3261,,1.0444,
5/4/2025 2:00,12.95,,3.6218,,1.2157,
5/4/2025 2:15,12.95,,3.872,,1.1652,
5/4/2025 2:30,12.887,,3.4687,,0.9359,
5/4/2025 2:45,12.887,,3.3913,,1.0366,
5/4/2025 3:00,12.887,,3.6477,,1.0726,
5/4/2025 3:15,12.825,,2.836,,0.9783,
5/4/2025 3:30,12.825,,4.1182,,0.9821,
5/4/2025 3:45,12.825,,3.1122,,0.9632,
5/4/2025 4:00,12.825,,2.9145,,1.0769,
5/4/2025 4:15,12.825,,3.1797,,0.9465,
5/4/2025 4:30,12.825,,2.6935,,0.9424,
5/4/2025 4:45,12.825,,2.9192,,0.8918,
5/4/2025 5:00,12.887,,4.2281,,0.9332,
5/4/2025 5:15,12.887,,2.294,,0.8578,
5/4/2025 5:30,12.95,,2.9213,,0.9659,
5/4/2025 5:45,12.95,,3.4086,,0.9143,
5/4/2025 6:00,13.012,,2.8324,,0.8475,
5/4/2025 6:15,13.075,,2.6053,,0.9953,
5/4/2025 6:30,13.137,,3.3729,,0.9779,
5/4/2025 6:45,13.2,,2.2449,,0.8603,
5/4/2025 7:00,13.262,,2.417,,0.8781,
5/4/2025 7:15,13.262,,2.5812,,0.9518,
5/4/2025 7:30,13.325,,2.8011,,0.8181,
5/4/2025 7:45,13.325,,3.0408,,0.7783,
5/4/2025 8:00,13.325,,2.921,,0.7236,
5/4/2025 8:15,13.325,,2.2822,,0.842,
5/4/2025 8:30,13.387,,2.7231,,0.7895,
5/4/2025 8:45,13.387,,1.9365,,0.8087,
5/4/2025 9:00,13.387,,2.5383,,0.7459,
5/4/2025 9:15,13.45,,2.7039,,0.8059,
5/4/2025 9:30,13.45,,1.6816,,0.8393,
5/4/2025 9:45,13.512,,2.1956,,0.7996,
5/4/2025 10:00,13.512,,2.145,,0.796,
5/4/2025 10:15,13.575,,1.4126,,0.8082,
5/4/2025 10:30,13.575,,1.9267,,0.8076,
5/4/2025 10:45,13.575,,1.815,,0.7274,
5/4/2025 11:00,13.575,,2.627,,0.6946,
5/4/2025 11:15,13.575,,2.2452,,0.8321,
5/4/2025 11:30,13.637,,1.8912,,0.6732,
5/4/2025 11:45,13.7,,1.5358,,0.7546,
5/4/2025 12:00,13.825,,1.1394,,0.7028,
5/4/2025 12:15,13.887,,1.813,,0.8211,
5/4/2025 12:30,13.887,,2.3709,,0.7772,
5/4/2025 12:45,13.762,,2.0993,,0.76,
5/4/2025 13:00,13.762,,2.5898,,0.7459,
5/4/2025 13:15,13.7,,1.7878,,0.7796,
5/4/2025 13:30,13.637,,1.4348,,0.6906,
5/4/2025 13:45,13.575,,1.5704,,0.8833,
5/4/2025 14:00,13.512,,2.2689,,0.7512,
5/4/2025 14:15,13.387,,2.3986,,0.6796,
5/4/2025 14:30,13.325,,2.4141,,0.8968,
5/4/2025 14:45,13.262,,2.3954,,0.6384,
5/4/2025 15:00,13.2,,3.0232,,0.6936,
5/4/2025 15:15,13.137,,2.799,,0.7014,
5/4/2025 15:30,13.012,,3.3132,,0.8559,
5/4/2025 15:45,12.95,,3.0158,,0.7897,
5/4/2025 16:00,12.887,,2.8509,,0.7777,
5/4/2025 16:15,12.825,,3.4937,,0.8977,
5/4/2025 16:30,12.762,,2.9482,,0.8887,
5/4/2025 16:45,12.7,,3.3899,,0.9886,
5/4/2025 17:00,12.7,,2.5371,,0.7906,
5/4/2025 17:15,12.637,,4.0582,,0.8024,
5/4/2025 17:30,12.637,,2.5353,,0.8153,
5/4/2025 17:45,12.575,,3.2867,,0.8538,
5/4/2025 18:00,12.512,,2.8149,,0.8671,
5/4/2025 18:15,12.45,,2.8933,,0.8099,
5/4/2025 18:30,12.387,,2.7636,,0.9292,
5/4/2025 18:45,12.387,,2.6429,,0.811,
5/4/2025 19:00,12.325,,3.6025,,0.8348,
5/4/2025 19:15,12.262,,4.1135,,0.8407,
5/4/2025 19:30,12.2,,3.1536,,0.9619,
5/4/2025 19:45,12.2,,4.1556,,0.8156,
5/4/2025 20:00,12.075,,5.9515,,0.9599,
5/4/2025 20:15,12.012,,7.0512,,0.9629,
5/4/2025 20:30,12.012,,6.8262,,0.8627,
5/4/2025 20:45,12.012,,6.6887,,0.8685,
5/4/2025 21:00,11.95,,5.8242,,0.8564,
5/4/2025 21:15,11.887,,5.2477,,0.859,
5/4/2025 21:30,11.887,,5.5658,,0.9729,
5/4/2025 21:45,11.825,,5.009,,1.1619,
5/4/2025 22:00,11.825,,5.3864,,0.9673,
5/4/2025 22:15,11.825,,5.1647,,1.0313,
5/4/2025 22:30,11.825,,5.0188,,1.027,
5/4/2025 22:45,11.825,,4.5286,,1.0896,
5/4/2025 23:00,11.762,,5.3096,,1.0356,
5/4/2025 23:15,11.762,,4.4148,,1.0752,
5/4/2025 23:30,11.762,,4.9218,,0.9932,
5/4/2025 23:45,11.7,,5.2984,,1.0391,
5/5/2025 0:00,11.7,,4.2827,,1.0529,
5/5/2025 0:15,11.7,,4.4621,,1.0839,
5/5/2025 0:30,11.637,,4.8572,,1.0651,
5/5/2025 0:45,11.7,,4.2324,,1.1184,
5/5/2025 1:00,11.637,,3.9934,,1.1012,
5/5/2025 1:15,11.575,,4.3398,,1.072,
5/5/2025 1:30,11.575,,4.0818,,0.918,
5/5/2025 1:45,11.575,,4.2208,,1.1107,
5/5/2025 2:00,11.575,,3.4991,,1.1913,
5/5/2025 2:15,11.512,,3.4712,,1.1295,
5/5/2025 2:30,11.512,,3.5776,,1.1024,
5/5/2025 2:45,11.45,,3.7534,,1.0912,
5/5/2025 3:00,11.512,,4.0751,,1.1032,
5/5/2025 3:15,11.45,,4.3204,,0.9222,
5/5/2025 3:30,11.45,,3.6589,,1.1042,
5/5/2025 3:45,11.45,,4.5282,,1.0065,
5/5/2025 4:00,11.45,,3.8059,,1.1236,
5/5/2025 4:15,11.512,,4.0379,,1.1538,
5/5/2025 4:30,11.512,,3.565,,1.1064,
5/5/2025 4:45,11.512,,3.0367,,1.0878,
5/5/2025 5:00,11.575,,4.352,,0.8519,
5/5/2025 5:15,11.575,,4.5468,,0.9599,
5/5/2025 5:30,11.575,,3.8445,,1.0009,
5/5/2025 5:45,11.575,,3.8103,,0.9956,
5/5/2025 6:00,11.7,,2.8072,,1.0073,
5/5/2025 6:15,11.762,,3.9691,,0.8758,
5/5/2025 6:30,11.825,,3.8944,,0.9401,
5/5/2025 6:45,11.887,,4.243,,0.9811,
5/5/2025 7:00,11.887,,3.0983,,0.9499,
5/5/2025 7:15,11.95,,2.6855,,0.8825,
5/5/2025 7:30,12.012,,2.8512,,0.8764,
5/5/2025 7:45,12.012,,3.3125,,0.8633,
5/5/2025 8:00,12.075,,2.8455,,0.8501,
5/5/2025 8:15,12.137,,2.5359,,0.898,
5/5/2025 8:30,12.2,,2.8906,,0.927,
5/5/2025 8:45,12.262,,2.1116,,0.8657,
5/5/2025 9:00,12.325,,2.3654,,0.7437,
5/5/2025 9:15,12.325,,3.0823,,0.7836,
5/5/2025 9:30,12.387,,2.0557,,0.6469,
5/5/2025 9:45,12.387,,2.938,,0.8295,
5/5/2025 10:00,12.45,,2.7853,,0.783,
5/5/2025 10:15,12.512,,2.7283,,0.7256,
5/5/2025 10:30,12.512,,3.0963,,0.6835,
5/5/2025 10:45,12.575,,1.6864,,0.5948,
5/5/2025 11:00,12.637,,2.0732,,0.6911,
5/5/2025 11:15,12.637,,2.8961,,0.7052,
5/5/2025 11:30,12.575,,2.7583,,0.6482,
5/5/2025 11:45,12.637,,2.225,,0.7151,
5/5/2025 12:00,12.575,,2.2573,,0.7386,
5/5/2025 12:15,12.575,,2.9131,,0.7012,
5/5/2025 12:30,12.512,,2.6325,,0.6396,
5/5/2025 12:45,12.45,,1.9409,,0.6313,
5/5/2025 13:00,12.387,,2.0688,,0.7621,
5/5/2025 13:15,12.325,,1.7356,,0.7432,
5/5/2025 13:30,12.262,,2.4962,,0.7222,
5/5/2025 13:45,12.2,,1.8626,,0.8015,
5/5/2025 14:00,12.137,,1.9997,,0.6833,
5/5/2025 14:15,12.075,,1.8326,,0.8219,
5/5/2025 14:30,12.012,,2.2295,,0.7476,
5/5/2025 14:45,11.887,,2.8614,,0.7173,
5/5/2025 15:00,11.825,,1.9623,,0.964,
5/5/2025 15:15,11.762,,2.1073,,0.8949,
5/5/2025 15:30,11.637,,2.0291,,0.789,
5/5/2025 15:45,11.575,,2.4097,,0.8267,
5/5/2025 16:00,11.512,,1.9541,,0.8216,
5/5/2025 16:15,11.45,,1.9425,,0.8521,
5/5/2025 16:30,11.387,,1.694,,0.8307,
5/5/2025 16:45,11.262,,1.8351,,0.8109,
5/5/2025 17:00,11.262,,2.5397,,0.7005,
5/5/2025 17:15,11.137,,2.0364,,0.8891,
5/5/2025 17:30,11.075,,2.2036,,0.8678,
5/5/2025 17:45,11.075,,1.558,,0.8915,
5/5/2025 18:00,11.012,,2.0838,,0.9369,
5/5/2025 18:15,10.95,,2.7599,,0.9122,
5/5/2025 18:30,10.887,,1.7955,,0.8567,
5/5/2025 18:45,10.825,,0.9455,,0.8053,
5/5/2025 19:00,10.762,,1.9886,,0.8404,
5/5/2025 19:15,10.762,,1.7445,,0.8727,
5/5/2025 19:30,10.7,,1.3261,,0.8713,
5/5/2025 19:45,10.637,,2.4702,,0.7736,
5/5/2025 20:00,10.637,,2.1438,,0.9475,
5/5/2025 20:15,10.575,,1.9396,,0.8919,
5/5/2025 20:30,10.512,,0.5637,,0.9696,
5/5/2025 20:45,10.512,,2.2114,,0.8549,
5/5/2025 21:00,10.45,,1.6915,,0.9244,
5/5/2025 21:15,10.45,,1.5003,,0.9366,
5/5/2025 21:30,10.387,,1.6369,,0.9308,
5/5/2025 21:45,10.387,,1.0526,,0.9058,
5/5/2025 22:00,10.325,,1.6871,,0.9362,
5/5/2025 22:15,10.325,,2.0294,,0.9151,
5/5/2025 22:30,10.262,,1.8408,,0.9369,
5/5/2025 22:45,10.262,,1.0432,,0.9529,
5/5/2025 23:00,10.2,,1.3232,,0.8407,
5/5/2025 23:15,10.2,,1.0158,,0.8602,
5/5/2025 23:30,10.137,,1.6383,,0.955,
5/5/2025 23:45,10.137,,1.1999,,0.9003,
5/6/2025 0:00,10.137,,1.0429,,0.9901,
5/6/2025 0:15,10.075,,1.0343,,0.9179,
5/6/2025 0:30,10.075,,1.7048,,0.8996,
5/6/2025 0:45,10.012,,1.9064,,1.0213,
5/6/2025 1:00,10.012,,1.3364,,0.9071,
5/6/2025 1:15,10.012,,1.9937,,0.7975,
5/6/2025 1:30,9.95,,1.3808,,0.9746,
5/6/2025 1:45,9.95,,1.81,,0.9167,
5/6/2025 2:00,9.887,,1.8185,,0.9108,
5/6/2025 2:15,9.887,,2.1136,,0.984,
5/6/2025 2:30,9.887,,2.1695,,1.003,
5/6/2025 2:45,9.887,,1.3252,,1.7761,
5/6/2025 3:00,9.887,,0.7553,,1.6398,
5/6/2025 3:15,9.887,,1.2886,,1.7646,
5/6/2025 3:30,9.887,,1.4252,,1.7568,
5/6/2025 3:45,9.887,,2.1633,,0.966,
5/6/2025 4:00,9.887,,1.3444,,1.6747,
5/6/2025 4:15,9.887,,1.4956,,0.8692,
5/6/2025 4:30,9.95,,1.1709,,1.6061,
5/6/2025 4:45,10.012,,1.3425,,1.7789,
5/6/2025 5:00,10.012,,0.6844,,0.877,
5/6/2025 5:15,10.075,,0.6811,,1.7826,
5/6/2025 5:30,10.137,,0.9156,,1.7402,
5/6/2025 5:45,10.2,,0.9765,,1.7595,
